clean_review,sentiment,dominant_topic
great amazon product another great product amazon super fun great entertaining family guests,Positive,1
great tablet anyone purchased black friday impulse buy absolutely love great price size tablet perfect works great,Positive,0
another winner killer tablet price issues running apps programs,Positive,0
excellent ereader excellent ereader looking probably bit priced casual reader voyage wonderful looking best reading experience willing pay price tag trade lack functionality,Positive,1
much fun several one christmas gift daughter love convenience creating lists home automation get started come things use,Positive,1
yet used purchased product gift used yet,Positive,1
echo amazon echo awesome girl loves im happy,Positive,1
great children son loves tablet educational worth money,Positive,0
needs stand alone device needs stand alone device required use tablet cell phone make work amazon needs work technology device,Negative,1
great addition echo love portable move room room effortlessly,Positive,1
great space saver replaced regular echo unit allows video chat son college replaces digital picture frame affordable price,Positive,1
like second kindle realize paper white difference took back store exchanged paper white easy read,Neutral,2
